,App,Category,Size_M,Price,Rating
2202,"DraftKings - Daily Fantasy Golf, Baseball, & More",Sports,138.111328125,0.0,4.5
2203,FOX Sports GO,Sports,95.0283203125,0.0,3.0
2204,Forge of Empires,Games,132.09375,0.0,4.5
2205,Square Cash - Send Money for Free,Finance,85.869140625,0.0,4.5
2206,Cops N Robbers (Jail Break) - Survival Mini Game,Games,257.0458984375,0.0,4.0
2207,Star Chart Infinite,Education,133.658203125,4.99,4.5
2208,"Foundations Memory Work Tutorials, Cycle 2",Education,349.6943359375,15.99,3.5
2209,Cooking Fever,Games,101.8603515625,0.0,4.5
2210,PICTLOGICA FINAL FANTASY,Games,340.6884765625,0.0,3.5
2211,Papa's Freezeria HD,Games,55.6796875,2.99,4.5
2212,SafeTrek - Personal Safety,Lifestyle,28.912109375,0.0,4.5
2213,Driving test 2017,Education,73.9873046875,0.0,3.5
2214,Force Saber of Light,Entertainment,57.392578125,0.0,4.5
2215,ZaZa Remote-Universal Remote Control,Utilities,73.97265625,0.0,3.0
2216,Jam League,Games,138.169921875,0.0,4.5
2217,一骑当千OL-万人国战（Legend Of Warrior）,Games,371.4609375,0.0,4.5
2218,Fantastical 2 for iPhone - Calendar and Reminders,Productivity,42.958984375,4.99,4.5
2219,Toca Mini,Education,508.314453125,2.99,4.0
2220,Swamp Attack,Games,118.0458984375,0.0,4.5
2221,QuizUp™,Games,132.57421875,0.0,4.5
2222,Epic! - Unlimited Books for Kids,Education,158.32421875,0.0,4.5
2223,Dominos Pro,Games,51.5947265625,1.99,4.5
2224,FINAL FANTASY VI,Games,665.828125,14.99,4.5
2225,FireChat,Social Networking,14.3251953125,0.0,3.0
2226,minimo（ミニモ）/サロン予約,Catalogs,22.609375,0.0,0.0
2227,DoorDash - Food Delivery,Food & Drink,95.896484375,0.0,4.5
2228,Touchgrind Skate 2,Games,160.2578125,4.99,4.5
2229,ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,Health & Fitness,16.5439453125,0.0,0.0
2230,Block Fortress: War,Games,430.4296875,1.99,4.5
2231,Broken Sword 5 - the Serpent's Curse,Games,1853.7958984375,6.99,4.0
2232,Blocky Roads,Games,49.447265625,0.99,4.5
2233,Optical Inquisitor 17+,Games,52.26953125,0.99,5.0
2234,comico/人気オリジナル漫画が毎日更新！/コミコ,Book,70.51953125,0.0,4.5
2235,G1牧場ステークス,Games,181.1044921875,4.99,0.0
2236,Trial Xtreme 4,Games,893.0224609375,0.0,4.0
2237,The Occupant,Games,76.83203125,0.99,4.5
2238,Hidden City®: Mystery of Shadows,Games,98.68359375,0.0,4.5
2239,"Ebates: Cash Back, Coupons & Rebate Shopping App",Shopping,103.072265625,0.0,5.0
2240,FizzUp – Online Fitness Trainer,Health & Fitness,118.375,0.0,5.0
2241,Trivia Crack (No Ads),Games,235.9248046875,2.99,4.5
2242,Pitu,Photo & Video,97.3896484375,0.0,5.0
2243,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",Education,104.19921875,3.99,3.5
2244,Lep's World 3,Games,81.2099609375,0.0,4.5
2245,"Flipp - Weekly Ads, Shopping List, and Coupons",Shopping,88.1005859375,0.0,4.5
2246,WEAR - Fashion Lookbook,Shopping,93.7392578125,0.0,4.0
2247,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",Entertainment,36.02734375,0.99,2.5
2248,Battle Supremacy,Games,1029.4921875,4.99,4.0
2249,Christmas Countdown 2017,Entertainment,52.9228515625,0.0,4.5
2250,それゆけ！ヤンキッキー,Games,53.9287109375,0.0,0.0
2251,Sunday Lawn Seasons,Games,14.5517578125,0.99,4.5
2252,FACIE,Photo & Video,33.5732421875,0.0,3.5
2253,TCS NYC Marathon,Sports,28.525390625,0.0,3.5
2254,Cookie Jam,Games,141.533203125,0.0,4.5
2255,LEGO® Star Wars™:  The Complete Saga,Games,825.4638671875,0.0,4.0
2256,THE KING OF FIGHTERS '97,Games,102.015625,2.99,4.5
2257,Monument Valley,Games,642.0546875,3.99,4.5
2258,Pan Book 2: Chasing the Keeper,Book,755.8076171875,5.99,4.5
2259,Green Screen by Do Ink,Education,26.734375,2.99,3.5
2260,Hue Halloween for Philips Hue,Entertainment,82.9091796875,1.99,3.5
2261,ProCam 4 - Manual Camera + RAW,Photo & Video,42.9755859375,4.99,4.5
2262,Toca Hair Salon Me,Entertainment,126.064453125,2.99,4.0
2263,Christmas Dentist Doctor Kid Games (Girls & Boys),Games,36.2890625,0.0,4.5
2264,Double Dragon Trilogy,Games,127.2744140625,2.99,4.0
2265,Sago Mini Ocean Swimmer,Education,180.607421875,2.99,4.5
2266,Disney Magic Kingdoms,Games,446.56640625,0.0,4.0
2267,XFINITY Stream,Entertainment,129.91796875,0.0,3.0
2268,Hitman GO,Games,1047.1748046875,4.99,4.5
2269,Disney Applause,Entertainment,13.4736328125,0.0,2.0
2270,秀色秀场-网红直播 聊天交友,Social Networking,84.4716796875,0.0,2.5
2271,Timeline Builder: Create Custom Timelines,Education,16.119140625,1.99,2.5
2272,SHOWROOM - video live streaming,Entertainment,108.2978515625,0.0,5.0
2273,GhostCallDX,Education,76.4775390625,0.0,0.0
2274,God of Light,Games,305.8642578125,1.99,4.5
2275,Super Why! Phonics Fair,Education,112.01953125,3.99,3.0
2276,Beat the Boss 3 (17+),Games,328.125,0.99,4.5
2277,Cut the Rope: Time Travel Free,Games,116.9296875,0.0,4.0
2278,Xbox,Entertainment,106.599609375,0.0,4.5
2279,Raildale - Railroad & Railway Building Game,Games,16.091796875,2.99,4.0
2280,A Dark Room,Games,25.51953125,0.99,4.5
2281,Arise: Beat Procrastination & dominate todo lists!,Productivity,7.4873046875,2.99,4.0
2282,LEGO® Marvel Super Heroes: Universe in Peril,Games,1206.625,4.99,4.0
2283,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,Food & Drink,69.5029296875,0.0,4.5
2284,"FandangoNOW - Movies + TV - anytime, anywhere",Entertainment,104.7216796875,0.0,2.0
2285,Farming Simulator 14,Games,127.046875,0.0,4.0
2286,VivaVideo - Best Video Editor & Photo Movie Maker,Photo & Video,129.9111328125,0.0,4.5
2287,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,Games,301.03515625,0.99,4.5
2288,美男美女診断,Entertainment,13.646484375,0.0,0.0
2289,Literacy Leveler,Education,2.341796875,4.99,3.5
2290,Detective Grimoire,Games,160.43359375,1.99,4.5
2291,Dr. Panda Bus Driver,Education,165.8076171875,2.99,4.5
2292,Dr. Panda Home,Education,298.06640625,2.99,4.5
2293,Red－shop the world,Shopping,61.2958984375,0.0,4.5
2294,PDF Pro 2 - The ultimate PDF app,Business,34.509765625,4.99,4.0
2295,我的密码-极简账号备忘录，安全记录管家,Productivity,3.724609375,1.99,5.0
2296,Blek,Games,113.3759765625,2.99,4.5
2297,"PDF Expert 6: Read, annotate & edit PDF documents",Productivity,117.875,9.99,4.5
2298,bergfex/Ski PRO,Weather,32.2587890625,2.99,4.0
2299,MONSTER HUNTER FREEDOM UNITE for iOS,Games,1162.828125,14.99,4.5
2300,Pocket Stables,Games,181.140625,4.99,4.5
2301,GraphNCalc83,Education,13.5849609375,6.99,4.5
2302,Team Umizoomi: Math Racer HD,Education,371.04296875,4.99,3.5
2303,Google Play Movies & TV,Entertainment,61.8720703125,0.0,3.0
2304,MixChannel,Photo & Video,104.787109375,0.0,4.0
2305,Alpha Omega,Games,171.9091796875,0.0,4.5
2306,Toca Lab: Elements,Entertainment,170.970703125,2.99,4.0
2307,Wallpapers for Me - Themes & Background Images,Entertainment,76.30859375,0.0,4.5
2308,Pimp Your Screen - Custom Themes & Wallpapers,Lifestyle,77.583984375,1.99,4.5
2309,"Weather Live - Weather Forecast, Radar and Alerts",Weather,54.8740234375,4.99,4.5
2310,Weather Live Free - Weather Forecast & Alerts,Weather,96.8212890625,0.0,4.5
2311,Emoji Keyboard for Me - Free Emoji Keyboard Themes,Utilities,145.0263671875,0.0,4.5
2312,Emoji Keyboard for Me - Keyboard Themes & Emojis,Utilities,140.5498046875,2.99,4.0
2313,Pimp Your Sound,Music,56.3486328125,1.99,4.0
2314,Calculator Pro for iPad - Scientific Calculator,Utilities,64.890625,2.99,4.5
2315,Calculator Pro for iPad Free - Smart Calculator,Utilities,84.96875,0.0,4.5
2316,Alarm Clock for Me - Best Wake Up Music & Clock,Utilities,114.44140625,0.0,4.0
2317,Alarm Clock for Me - Sleep Timer & Event Countdown,Utilities,70.7744140625,3.99,4.0
2318,"Notepad+: Take Notes, Annotate and Write on PDF",Productivity,60.517578125,14.99,4.5
2319,NOAA Radar Pro – Weather Alerts & Forecast,Weather,78.931640625,3.99,4.5
2320,NOAA Weather Radar - Weather Forecast & HD Radar,Weather,103.1611328125,0.0,4.5
2321,Serato Remote Mini,Music,4.390625,4.99,3.0
2322,スタバで呪文,Food & Drink,41.2880859375,0.0,0.0
2323,NightCap Camera,Photo & Video,6.275390625,1.99,4.0
2324,新概念英语2015最新版-英美全四册,Education,453.56640625,0.99,5.0
2325,InstaVideo Pro - Add background music to videos,Utilities,4.0498046875,1.99,2.0
2326,Skateboard Party 2,Games,1234.1611328125,1.99,4.5
2327,Cursive Writing Wizard - Kids Learn to Write Letters & Words,Education,50.02734375,4.99,5.0
2328,AJ Jump: Animal Jam Kangaroos!,Games,152.771484375,1.99,4.5
2329,Calculator HD - the missing calculator on your iPad,Utilities,2.86328125,1.99,4.5
2330,Weaphones: Firearms Simulator Volume 2,Games,33.5703125,2.99,4.5
2331,Skyline Skaters,Games,148.16796875,0.0,4.5
2332,Pakka Pets Village - Build a Cute Virtual Pet Town,Games,195.5166015625,0.0,4.5
2333,戦国乙女〜剣戟に舞う白き剣聖〜,Games,1341.04296875,14.99,0.0
2334,スナイパイ72,Games,777.91015625,0.99,0.0
2335,"Blokus™ – Attack, Block & Defend!",Games,103.6318359375,1.99,3.5
2336,MetaMoJi Note Lite,Productivity,101.521484375,0.0,4.0
2337,Grand Theft Auto: San Andreas,Games,1964.9658203125,6.99,4.0
2338,Waterlogue,Photo & Video,53.099609375,3.99,4.5
2339,7 Minute Workout Challenge HD for iPad,Health & Fitness,110.875,2.99,4.5
2340,Hard Time VIP (Prison Sim),Games,45.6865234375,4.99,4.0
2341,AngerForce - Strikers,Games,292.86328125,3.99,3.5
2342,Power Ping Pong,Games,708.4423828125,4.99,3.5
2343,懂球帝 - 足球迷必备神器,Sports,74.10546875,0.0,4.5
2344,Disney Movies Anywhere: Watch Your Disney Movies!,Entertainment,77.2685546875,0.0,3.5
2345,"FXNOW - Full Episodes, Movies, and Stream Live TV",Entertainment,68.2158203125,0.0,3.0
2346,Angry Birds Epic RPG,Games,554.59375,0.0,4.5
2347,Criminal Case,Games,125.806640625,0.0,4.5
2348,Spider: Rite of the Shrouded Moon,Games,866.0810546875,4.99,4.5
2349,航旅纵横PRO-官方航班动态、手机值机、机票,Travel,69.1044921875,0.99,4.5
2350,TV App,Lifestyle,0.91796875,0.99,4.5
2351,YouCam Perfect - Photo & Selfie Editor,Photo & Video,125.537109375,0.0,4.5
2352,MiP App,Entertainment,91.7431640625,0.0,4.5
2353,宜搜小说-亿万网友共享高品质阅读离线追更,Book,40.173828125,0.0,4.5
2354,Hide N Seek : Mini Multiplayer Game,Games,176.4482421875,0.0,4.0
2355,合戦!!にんじゃ村,Games,177.46875,4.99,0.0
2356,Stick & MojiMe New,Lifestyle,61.84765625,0.99,1.5
2357,Bowling King,Games,166.416015625,0.0,4.5
2358,Microtrip,Games,31.05859375,0.0,4.5
2359,Pointless Quiz,Games,76.7353515625,1.99,4.5
2360,LEGO® Star Wars™:  Microfighters,Games,237.16796875,0.99,3.5
2361,Date & Time Photo Stamp,Photo & Video,0.58984375,0.99,2.5
2362,LEGO® Friends,Games,730.94140625,4.99,4.0
2363,News Pro - Breitbart Edition,News,2.5595703125,0.99,3.5
2364,Ducky Fuzz,Games,58.69921875,0.99,5.0
2365,FilmStory - For All Your Video Editing Needs,Photo & Video,77.05078125,0.0,4.0
2366,Kahuna,Games,58.05078125,0.99,4.0
2367,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,Travel,39.001953125,0.0,4.5
2368,WWE SuperCard,Games,377.23828125,0.0,4.5
2369,iA Writer,Productivity,26.7861328125,3.99,4.0
2370,Beast Poker,Games,103.77734375,0.0,0.0
2371,Shadowmatic,Games,300.3076171875,3.99,4.5
2372,Dungeon Boss,Games,161.7978515625,0.0,4.5
2373,Motorsport Manager,Games,681.32421875,1.99,4.5
2374,ChineseSkill -Learn Mandarin Chinese Language Free,Education,166.5078125,0.0,5.0
2375,"GoodReader - PDF Reader, Annotator and File Manager",Productivity,61.353515625,4.99,4.5
2376,miCal - the missing calendar with reminders,Productivity,30.6630859375,1.99,4.0
2377,FilmStory Pro - For All Your Video Editing Needs,Photo & Video,77.05078125,3.99,0.0
2378,Naughty Kitties,Games,211.3427734375,0.0,4.5
2379,FlixBus - bus travel in Europe,Travel,27.791015625,0.0,4.5
2380,GoodNotes 4 - Notes & PDF,Productivity,186.177734375,7.99,4.5
2381,Isabelle Dance Studio,Games,537.7890625,0.99,3.0
2382,Threes!,Games,89.451171875,2.99,4.5
2383,The Amazing Spider-Man 2,Games,1385.41796875,6.99,4.0
2384,Santa was in my House! Catch Santa Camera,Games,11.375,0.99,1.0
2385,Fonta,Photo & Video,21.4375,0.99,4.0
2386,Effects Studio,Photo & Video,65.9658203125,1.99,4.0
2387,"Quick Fit - 7 Minute Workout, Abs, and Yoga",Health & Fitness,179.2548828125,0.0,4.5
2388,First Strike 1.3,Games,142.16796875,3.99,4.0
2389,R.B.I. Baseball 14,Games,800.203125,4.99,3.0
2390,Shadow Blade,Games,578.54296875,1.99,4.5
2391,Beautiful Japanese Handwriting,Education,35.3369140625,0.0,0.0
2392,J&J Official 7 Minute Workout,Health & Fitness,231.2529296875,0.0,5.0
2393,赤ペン 提出カメラ,Education,21.6611328125,0.0,0.0
2394,Heart of Vegas Slots – Casino Slot Machine Games,Games,91.63671875,0.0,4.5
2395,Mixgram - Picture Collage Maker - Pic Photo Editor,Photo & Video,86.0390625,0.0,4.5
2396,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",Lifestyle,46.9892578125,0.0,4.0
2397,Farming USA,Games,88.10546875,1.99,4.5
2398,咪咕视频-电视剧综艺直播,Lifestyle,41.568359375,0.0,0.0
2399,Patrick Kane's MVP Hockey,Games,154.4990234375,3.99,4.5
2400,宜人贷借款,Finance,61.2060546875,0.0,4.5
2401,AG Drive,Games,516.2880859375,3.99,4.0
2402,Beautiful Japanese Handwriting for iPhone,Education,21.9892578125,0.0,0.0
2403,Jodel,Social Networking,54.03125,0.0,4.5
2404,Block Сity Wars: game and skin export to minecraft,Games,756.615234375,0.0,4.5
2405,KORG Gadget,Music,876.3857421875,39.99,4.5
2406,"Warhammer 40,000: Deathwatch - Tyranid Invasion",Games,1598.7421875,1.99,4.5
2407,Jurassic World™: The Game,Games,459.8837890625,0.0,4.5
2408,Card Wars - Adventure Time Card Game,Games,1198.0693359375,3.99,3.5
2409,开心消消乐®,Games,129.771484375,0.0,4.0
2410,"Logos Quiz -Guess the most famous brands, new fun!",Games,69.2060546875,0.0,5.0
2411,UK Snow Radar,Weather,22.0009765625,1.99,0.0
2412,VPN SecureLine - privacy & security by Avast,Utilities,75.7001953125,0.0,4.0
2413,feather for Twitter,Social Networking,63.3134765625,2.99,4.5
2414,Smart Channel -New Style of News Reader-,News,25.4833984375,0.0,0.0
2415,ゆるドラシル -本格派神話RPG-,Games,87.01171875,0.0,4.5
2416,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,Productivity,0.8671875,0.0,5.0
2417,Crazy Taxi™ City Rush,Games,226.283203125,0.0,4.5
2418,Disco Zoo,Games,111.5166015625,0.0,4.5
2419,Staccal 2 - Calendars and Reminder,Productivity,50.1025390625,0.99,3.5
2420,Slice Fractions,Education,200.1552734375,3.99,4.5
2421,Mimitos Virtual cat with minigames,Games,56.982421875,0.0,4.5
2422,Jumpy Horse Show Jumping,Games,1070.0673828125,2.99,4.0
2423,Tengami,Games,247.9462890625,3.99,4.0
2424,Drillbook Next Reader,Music,7.3994140625,2.99,3.5
2425,Carp Fishing Simulator,Games,428.5751953125,4.99,4.0
2426,Dr. Panda's Restaurant 2,Education,149.8984375,2.99,4.5
2427,"平安好车主-用车助手,安全管家",Lifestyle,81.7265625,0.0,1.5
2428,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,Education,78.0068359375,1.99,0.0
2429,工银融e联,Finance,95.94140625,0.0,1.5
2430,Nintype,Productivity,73.927734375,4.99,3.5
2431,MarcoPolo Ocean,Education,735.921875,0.0,4.5
2432,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,Education,79.2880859375,1.99,0.0
2433,Caf - Mon Compte,Utilities,2.328125,0.0,0.0
2434,"Got It - Homework Help Math, Chem, Physics Solver",Education,31.2099609375,0.0,4.5
2435,RollerCoaster Tycoon® 4 Mobile™,Games,186.5517578125,0.0,3.5
2436,TMNT: Brothers Unite,Games,257.505859375,2.99,4.0
2437,Repost It! for Instagram Pro - Video Photo Whiz,Social Networking,51.501953125,2.99,4.0
2438,Rookie Cam - Photo Editor & Filter Camera,Photo & Video,105.8134765625,0.0,4.5
2439,Out There: Ω Edition,Games,157.037109375,3.99,4.5
2440,mySTATE - State College,Navigation,6.79296875,0.99,4.5
2441,宜搜小说-热门网络书籍看书追更必备神器,Book,37.474609375,0.99,5.0
2442,Tricks for iPhone (Pro),Utilities,21.7373046875,1.99,0.0
2443,Athletics: Winter Sports (Full Version),Games,140.71875,0.99,4.0
2444,作业帮-小初高学生拍照答疑学习辅导助手,Education,128.298828125,0.0,4.5
2445,Shin Megami Tensei (ENG),Games,26.6796875,7.99,5.0
2446,Adobe Photoshop Lightroom for iPad,Photo & Video,140.0283203125,0.0,4.0
2447,Words with Friends – Best Word Game,Games,174.53125,0.0,4.5
2448,Speak & Translate － Live Voice and Text Translator,Book,57.6328125,19.99,4.5
2449,Speak & Translate － Voice and Text Translator,Productivity,74.9970703125,0.0,4.5
2450,Photon X Private Browser and Flash Player for iPad,Productivity,33.1865234375,0.99,4.0
2451,ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,Lifestyle,30.6494140625,0.0,0.0
2452,MagicBars - HomeScreen Wallpaper With Creativity,Entertainment,4.9765625,1.99,3.0
2453,Lastronaut,Games,24.26953125,0.0,4.5
2454,Crazy Kitchen,Games,187.1572265625,0.0,5.0
2455,Tynker - Learn to Code. Programming Made Easy.,Education,161.0078125,0.0,4.5
2456,War Robots,Games,572.71484375,0.0,4.5
2457,Peak - Brain Training,Education,242.990234375,0.0,4.5
2458,"Baby Food Fair - Make, Eat, Play - Have Fun!",Games,79.84375,0.0,3.5
2459,X-Tactics,Games,89.9921875,3.99,5.0
2460,Toca Pet Doctor,Education,315.3671875,2.99,4.0
2461,Crashlands,Games,112.4736328125,4.99,4.5
2462,The Olympics - Official App for the Olympic Games,Sports,11.005859375,0.0,1.5
2463,Fragment's Note2 Side:雪月,Games,1115.42578125,2.99,0.0
2464,StaffWars,Education,38.962890625,0.99,4.5
2465,You Must Build A Boat,Games,94.05859375,2.99,4.0
2466,Autumn Dynasty Warlords,Games,228.98046875,6.99,4.5
2467,Deliciously Ella,Food & Drink,498.1953125,3.99,3.5
2468,Bridge Constructor Medieval,Games,99.525390625,1.99,4.5
2469,Star Horizon,Games,911.0185546875,3.99,4.0
2470,Restaurant Story 2,Games,147.2109375,0.0,4.0
2471,Surgeon Simulator,Games,490.6025390625,4.99,4.0
2472,Godus,Games,159.79296875,0.0,4.5
2473,Vocabulary.com,Education,8.26953125,2.99,4.5
2474,Dash Up 2,Games,68.98828125,0.0,4.5
2475,Scan & Translate - image Scanner and Translator,Utilities,97.7470703125,2.99,4.0
2476,Crazy Freekick,Games,32.12109375,0.0,4.5
2477,PKTBALL - Endless Arcade Smash Sport,Games,117.513671875,0.0,4.5
2478,"ytools-flashlight,ruler,spirit level,protractor and sound level meter",Utilities,2.0625,0.99,4.5
2479,TestNav,Education,4.2421875,0.0,1.5
2480,OUTDODGE,Games,39.798828125,0.0,4.0
2481,Don't Touch This - Secret Data Vault,Photo & Video,38.2822265625,6.99,4.5
2482,Micromedex Drug Reference Essentials,Medical,5.4296875,2.99,1.5
2483,JR東日本アプリ,Navigation,24.4443359375,0.0,0.0
2484,Social Picket - Stalker & Spy for Instagram,Utilities,10.7783203125,0.0,4.0
2485,Sight Words Ninja - Slicing Game to Learn to Read,Education,53.1298828125,1.99,4.0
2486,"单机三国志-不抽卡无体力,战个痛快",Games,128.365234375,0.99,4.5
2487,AnyFont,Utilities,5.8720703125,1.99,4.0
2488,Sometimes You Die,Games,26.6171875,1.99,4.0
2489,Page: English Grammar & Spell Checker + Translator,Productivity,23.6064453125,3.99,4.5
2490,iWeather - World weather forecast,Weather,29.1328125,0.0,4.5
2491,Skiplagged — Actually Cheap Flights & Hotels,Travel,101.794921875,0.0,4.5
2492,World Craft HD,Games,147.0986328125,0.0,3.0
2493,Multiplayer Terraria edition,Games,15.05859375,3.99,4.0
2494,SimplePlanes,Games,322.8818359375,4.99,4.5
2495,Sago Mini Monsters,Education,83.3916015625,2.99,4.5
2496,Papa's Freezeria To Go!,Games,51.1533203125,0.99,4.5
2497,Brushstroke,Photo & Video,58.5927734375,3.99,4.5
2498,InsSave - Download & Save Photos & Videos From Instagram With Ease!,Social Networking,2.20703125,0.99,3.0
2499,Photon X Flash Web Browser & Player for iPhone - Full Screen Video plus Games,Utilities,12.2578125,2.99,1.0
2500,Black Elements – Use our cool Wallpapers to change the elements on your Home Screen and Lock Screen to another color!,Lifestyle,10.76953125,1.99,1.0
2501,Soccer Stars™,Games,64.146484375,0.0,4.5
